strain,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
66321001,-6.083609545223562,3.141875938833032,0.6901379259573844,-1.4943754987782374,-1.4249666451287202,-0.9721940885834125,0.3014663245348584,0.26060825969099904,-0.2265594046985511,0.6951131950880783
10619e3,-6.08188839071175,3.0963141979399764,0.6987638835193001,-1.5683258196545518,-1.5038176324308132,-0.7336349678288121,0.42558946667069636,0.48688796339948476,-0.3020562064743192,0.6611910863278398
33a15250,-6.083726149167333,3.142077790762702,0.692664516402055,-1.4938736239365489,-1.423661614145332,-0.9723917184767007,0.3009817656609214,0.2643284238662737,-0.22717917539179436,0.6949453763459341
3f7af39b,-6.083476530042379,3.142198798728957,0.6896953577763906,-1.4943661325552773,-1.4244649233787567,-0.9697769061808623,0.30267536199077993,0.25745431204376035,-0.22381295115780012,0.7020069257660756
417f13a2,-6.084165829118364,3.1414029426491137,0.6915508489819238,-1.4943976140362727,-1.422887348905252,-0.9720747010094584,0.3039399614327709,0.2656558071541238,-0.22848773039587408,0.695184215825417
4b8462d6,-6.083042526889061,3.139433023496238,0.6930761670364877,-1.4971412166561653,-1.424527108905496,-0.966480585810392,0.3006723397336438,0.25419282285050754,-0.22252787213146855,0.6963012508706858
44b8e0f7,-6.083760699794713,3.141619223364747,0.6918597667480618,-1.4950454448893733,-1.4226625531107207,-0.9703719511670474,0.30195566485401676,0.2615528915823225,-0.22454252849780162,0.6941914189416212
48a5c302,-6.083740912824852,3.1397565470702706,0.6891284406947649,-1.4928616566975883,-1.4245685165871464,-0.9727957081229459,0.2998921257952534,0.2556920570647246,-0.22373035556688048,0.6940718870000582
48d44df1,-6.082294132097491,3.1412981073843036,0.6928285276415913,-1.494683221592765,-1.424067328875722,-0.9713003272495097,0.29983842141143785,0.2534836438718679,-0.23152493873841012,0.6941304884112526
38e0ec05,-6.0835932210160895,3.1416481118781365,0.6920697141860648,-1.4956074027411757,-1.421774227595057,-0.9708269488777688,0.3020851645824874,0.2620586035148682,-0.22457525100317915,0.6934809065211857
18037574,-6.0837606997947145,3.141619223364747,0.6918597667480618,-1.4950454448893729,-1.4226625531107204,-0.9703719511670493,0.3019556648540162,0.2615528915823222,-0.22454252849780149,0.6941914189416212
451f6d50,-6.083419532510166,3.1428807865523174,0.689098187454501,-1.492291538272657,-1.4226556880990637,-0.9675313704082807,0.2974624055031822,0.25683925715116934,-0.22034634579185636,0.6857059467157353
75b0c699,-6.083355081924404,3.141867909391727,0.6901725171168043,-1.4941074148903832,-1.4239850423284872,-0.9709734248698846,0.3013339173213384,0.26053482631532937,-0.22574683938726986,0.6936996714877166
230f49e,-6.083528176716761,3.1414502256194767,0.6916031660735765,-1.495476151021941,-1.423147937851784,-0.9697848473562696,0.30170104539245,0.2621388056318401,-0.2203131547610135,0.6955897108887672
5f70c789,-6.083644978565903,3.1415068131704085,0.6935884088577209,-1.4935982052392567,-1.4229609632437188,-0.9707811105986692,0.29993746104175084,0.26217489941048416,-0.223001309959818,0.6915637396255561
5b981cbb,-6.0837606997947145,3.141619223364747,0.6918597667480614,-1.4950454448893724,-1.42266255311072,-0.9703719511670484,0.3019556648540164,0.26155289158232237,-0.22454252849780146,0.6941914189416204
2602b0a6,-6.083917812934382,3.1416169808084664,0.6911448901473561,-1.4950637504237676,-1.4234467763239853,-0.9750192316565757,0.309573503131203,0.2606495765373945,-0.22153329687195972,0.6870458290611569
4ff6cd48,-6.083885204534371,3.1414382094451,0.6916207740795287,-1.4941147897010723,-1.4203846503969566,-0.9704421658885406,0.3037208760201108,0.26278271920499413,-0.22390707478211824,0.6963303013386
948347b,-6.082741221195813,3.141722769234701,0.691557982394326,-1.4965697881414337,-1.4227093992133462,-0.9673927395221639,0.3042044076265296,0.2708336625634976,-0.21504270838512937,0.6952990830461684
779edc66,-6.083672458394028,3.1421984986376286,0.6909197490745712,-1.4944270100896786,-1.420414910910819,-0.970384009958275,0.30203391610838387,0.2629327561958805,-0.2248287408564476,0.6954178840967455
6d71929a,-6.083184689407769,3.140356339973389,0.6889864487175842,-1.494403015763357,-1.422874068009956,-0.9717508761188475,0.303690634901933,0.2670201624179797,-0.20303495703747917,0.7103428236265275
1d755004,-6.083364717215021,3.140502983896365,0.6908168555470239,-1.49521068735552,-1.419027582199528,-0.9743850809624865,0.3026134003845409,0.26547705339592015,-0.22747728164392664,0.6910338015263634
2391ffb3,-6.0837606997947145,3.141619223364747,0.6918597667480618,-1.4950454448893729,-1.4226625531107204,-0.9703719511670489,0.30195566485401615,0.2615528915823219,-0.22454252849780149,0.6941914189416205
27f7a702,-6.083573602861998,3.141203209615627,0.6933083694930353,-1.4942295818051707,-1.4237558025317656,-0.9702736320215424,0.30143228596616645,0.26010062718118254,-0.22451064725766232,0.6947631527006551
be2b471,-6.0832726238888775,3.1409090384945317,0.6914494506302641,-1.4968859497622806,-1.4210960089789104,-0.9685839118984868,0.3029057401114411,0.26407164926151927,-0.2233591062306299,0.6921505220117418
23ef4653,-6.0833311349003365,3.1422307852985494,0.6906674018908678,-1.491935408732131,-1.4165557907361301,-0.9694345243379455,0.3071281922549221,0.2667488597219318,-0.21600745872448884,0.6958606131746445
5f0bdff0,-6.083750058858983,3.1411835985174186,0.6919330917546769,-1.4957209665205808,-1.4233066511095251,-0.96842968957654,0.30287667398516005,0.26313822385663677,-0.22505257989608735,0.6937743902555799
1e5b5912,-6.08415703132056,3.1412406700269195,0.6920040345196892,-1.495167482102273,-1.423398890062153,-0.9701554505073873,0.29978363474047853,0.25962704302147255,-0.22427542688283972,0.6932071525919513
78629e29,-6.083502018798462,3.141031776052755,0.6919676032074227,-1.495064194121928,-1.422208223043236,-0.973121147027361,0.3002375992292225,0.2638860167983373,-0.22025456244023792,0.689915650972761
46558a2,-6.083888996037181,3.1405675167479457,0.6926893313836139,-1.4923089831756162,-1.4229171599699195,-0.9712643257133314,0.3023777145056998,0.2607046388100964,-0.22216066273028315,0.6954397345775292
1b4dec23,-6.083458809214496,3.1417048125485882,0.6945097032401976,-1.4925440171700923,-1.419760059276217,-0.9684812222918814,0.30278933049342593,0.26001296648993044,-0.2212156997019318,0.6912899323329087
515fb5ff,-6.083623298682295,3.1410370632831963,0.6917673243696226,-1.4949321591295985,-1.4205543858967238,-0.9722807723434732,0.30381675597626023,0.26606590753614145,-0.22813995394380648,0.6928047777060454
60596eda,-6.084355865076975,3.141435409850903,0.6911516005468145,-1.4926268510693341,-1.4190865671283415,-0.9680577500918474,0.30645696070254697,0.25709934916990185,-0.22253556257933807,0.7080509885965611
7e520f9a,-6.083053530303068,3.14207046698973,0.6913928878720065,-1.4989562224486677,-1.4223416562620954,-0.967356418330927,0.3035980231892611,0.2646418914342658,-0.23196192393204038,0.6941095858283819
530ad169,-6.083276305323077,3.1412296742576453,0.6929087985996942,-1.4963753298578162,-1.4220990925276724,-0.9690709850460567,0.3029060955251996,0.26538832563449233,-0.2222690898140734,0.692206199572073
42870890,-6.083307330826913,3.142332024616248,0.690378313597187,-1.4944052412471933,-1.4236776680959407,-0.9699470027117766,0.3018270807405428,0.2606645510750584,-0.22590235717927307,0.6940440744944509
14f3ad09,-6.0829307442258775,3.1418407925626486,0.691826482376655,-1.4975919730349938,-1.419416636813005,-0.9719062508240001,0.3019170498504557,0.259691357510338,-0.22929700688516744,0.6941444032080927
6c84b57e,-6.0834209521601075,3.141230136606223,0.6923109144929253,-1.496686675476579,-1.4219351797271678,-0.9688371740353284,0.3031412068457476,0.2642273949157431,-0.2247757692956288,0.694419794186708
5d3e673a,-6.0833824581369855,3.1406614186018302,0.6933017985298715,-1.4950113149983677,-1.4218086710448186,-0.9731590398003642,0.3009369405158949,0.2594848483638234,-0.22799690726223243,0.6935564015426328
202a2fe8,-6.084008266950538,3.1419014818516104,0.6923628087652376,-1.4952939040020423,-1.423557481760287,-0.9711847611664699,0.2986368459461591,0.26417037963767454,-0.22106321071920815,0.6952471379506228
4bffe44a,-6.083325405558813,3.140720275282136,0.6946197247807122,-1.4930020489930613,-1.4218118410633724,-0.9727833726832801,0.3017955945464302,0.2599173148544168,-0.2271866240647033,0.6948177696381653
9276069,-6.084637513541709,3.1421006453358538,0.6920429373814385,-1.4960185772764238,-1.424767866439774,-0.9726792597497976,0.29618169212773415,0.26335371235224436,-0.22531569023749487,0.6983508229992049
7bed8561,-6.083943504445231,3.1418389405245404,0.6918767693528791,-1.4949753389234361,-1.42229606475272,-0.9698055503318683,0.3004466332020817,0.2614744183701153,-0.22448402810435547,0.6925347707736982
5f7a7ae8,-6.083679254911002,3.1416588401621097,0.6923507590361417,-1.4983433274641933,-1.4210593625988408,-0.9690242782874896,0.2994294566719673,0.2626267267459417,-0.22638336481989937,0.6945584537283137
53c75a4,-6.08322772788825,3.142498097922792,0.6905411211399166,-1.4936751862415978,-1.4195925798039628,-0.9699969109418848,0.30351676823834844,0.2629765309244282,-0.22189235462746637,0.6926780343497846
49dd08a8,-6.083527020154815,3.1412209186838824,0.6946161724046254,-1.4923307909130399,-1.4236078248605948,-0.9699068412229713,0.302315463521683,0.26038765259345514,-0.22424890941131728,0.696194748975094
6be53035,-6.083629263931022,3.141671362127774,0.6908105641253662,-1.494088737735838,-1.42303013706605,-0.9706439398139892,0.30267824474315386,0.2625803889911956,-0.22775833401015194,0.6936889259382734
6972a3d5,-6.083227639210143,3.1414272261943332,0.688782059996136,-1.4921020125991205,-1.4229589615617313,-0.9731070724211692,0.30409609536702514,0.26882111054598345,-0.22358565182588605,0.6976434780725117
50c67595,-6.083640968384499,3.141183956510708,0.6918642325240771,-1.495310089777601,-1.422080483745999,-0.9718540917693405,0.30159235155867903,0.26193091990113404,-0.22441874922651014,0.6931336292701626
8b13fdd,-6.083736339022204,3.142366342631327,0.6912197965206586,-1.4950814403388588,-1.4236506111037455,-0.9703851818739722,0.3009267951757023,0.26158805885244746,-0.2262177690741154,0.6954958303619392
b7231e2,-6.084054734755188,3.1416121315256538,0.6932729932521601,-1.4937596047843265,-1.4221338404775896,-0.9678377246588864,0.30108846609575357,0.2586574849522033,-0.2243462342528542,0.6952572649833261
17fd5da0,-6.0834681189786926,3.142020778714509,0.6895766447371027,-1.4931897539383308,-1.4206694500944965,-0.9701389769130336,0.3039579016343099,0.26378306261976,-0.22815661396018103,0.691540012270109
7d11c629,-6.08394350444523,3.141838940524539,0.6918767693528788,-1.4949753389234364,-1.4222960647527203,-0.9698055503318683,0.3004466332020826,0.2614744183701165,-0.22448402810435572,0.6925347707736909
1ef1fcae,-6.084442219828654,3.1430790904693366,0.691144645887799,-1.4943773891371959,-1.421637246786316,-0.9676441337663316,0.29626312245123415,0.25986943666897705,-0.2253787861185361,0.6866730756416728
33035f67,-6.083642885655634,3.1412922396423544,0.6909722241471038,-1.4913968030258038,-1.423564127800085,-0.9716136063622159,0.3010001237513179,0.2614004658177167,-0.2291072000578127,0.6921634510208092
695eb9a0,-6.084327987152742,3.1426318347141495,0.6925500630962115,-1.4965046548995196,-1.4234545055799925,-0.9702718195057216,0.3003539227674275,0.26273038662362025,-0.22134791067087706,0.6949728553482682
4fdded34,-6.08505875944156,3.1436081363063684,0.6928858273449924,-1.4976074464400635,-1.4255451429576507,-0.973062824019473,0.30440440579693856,0.26476984979443374,-0.22359138160933234,0.6962131635027391
70af67cf,-6.038794599321937,3.1619217653613125,1.0643952967647246,-1.2412005477358816,-1.5512557143544665,-0.9243470011511805,0.29782613638079664,0.10105617153892038,-0.4269833587704327,0.7641541314693087
5f1d5a48,-5.294673747810492,3.747727649538133,1.3474523620002061,-1.2289534908066442,-1.0017913929381561,-1.295374184119726,0.3729367958222191,0.31511030026971826,-0.7011663892542673,0.5688736526338873
539e600b,-6.14125386157289,3.2690393752162095,0.7399879279193252,-1.656858765326426,-1.6868940423884335,-1.2499947907276903,1.31544110198899,-0.1725050273716151,0.04909331749163169,0.001224388513767622
4a66a03b,-6.140980496813017,3.2679333117927025,0.7390338164693384,-1.657997359943167,-1.6871098926668995,-1.2485834273357195,1.3157654204817337,-0.17470387185238892,0.0524086315376835,0.0010200373661936064
685580a,-6.140966950297705,3.267342613877471,0.739420867573065,-1.6567355681770048,-1.6872448444078947,-1.2512996929424849,1.3150739163110716,-0.17246491971806996,0.05396263586882542,-0.001907930854566793
1d685c12,-6.083806905601261,3.14310514549025,0.6918920220833654,-1.4970174926129556,-1.4206443639150763,-0.9712238718487175,0.30209308190549206,0.26188539983034015,-0.22226092393370114,0.6926789751904582
15cc6db7,-6.084134221597171,3.1452428939053925,0.6944903149550626,-1.4989506690985939,-1.4305128679045926,-0.9699764595214866,0.3114801237507132,0.2628143360152417,-0.23276092381143615,0.6928952632190601
511d4f9,-6.084785960791915,3.1418566682826676,0.6915756128175489,-1.494347344187291,-1.422388782373737,-0.971595943178905,0.30185526886474295,0.26114100530254336,-0.22526206968724113,0.6954564017461417
5f7283e0,-6.084876341681403,3.142802491756702,0.6927637163108132,-1.4953015169767703,-1.4234840593599236,-0.9730797963305609,0.30256280589569046,0.2648054784877667,-0.22172905309200866,0.6966457086612614
47dbddee,-6.08573186031176,3.1372156264337625,0.6888047076870989,-1.4865168504952533,-1.4207729668522644,-0.9689108102314168,0.32659198240508136,0.2709114320481083,-0.23180425518797818,0.6973420852417638
7a742101,-6.086236872425038,3.1366942746005573,0.6888318423617785,-1.4876232844757757,-1.4234945131677454,-0.9702141267514393,0.327210346843968,0.27289092414575844,-0.23274215995697703,0.6993974958184108
52be34f3,-5.681728590160553,2.43581274344402,0.4405104320654474,-0.9079881587082772,-0.8278177101756902,-0.6828942250655782,1.378909523093413,-0.3338817978821167,0.09813510958908316,0.21822335781426436
c26f8f9,-5.524395880487973,2.1157510706540523,0.29559080432383306,-0.49859901172394383,-0.25417509374448677,-0.12035155413096017,0.20572505548843167,-0.06824306287348836,-0.019025102248597905,0.24944862367524098
58e41c7f,-6.084742045504729,3.140425936370456,0.6930650092882777,-1.4907825635955734,-1.419473260316851,-0.96546365858619,0.29627229141949907,0.2621824201746261,-0.2124713776864825,0.6920911150389123
78d0302f,-5.661550896169373,2.2937516969373237,0.3209077953164551,-0.4581280440273955,-0.04906987548902765,0.3069104682868545,-1.5494592711509412,0.3778257707802823,-0.1639943060011882,-0.05746849737372248
3a12d996,-5.308407295322707,1.6342104009035654,0.06409988151790894,0.20097742899410576,0.7515262925855485,0.8868405281275425,-1.3994250132576398,-0.05504322304498169,0.048638575985942435,-0.7920132176888138
2b65d183,-4.9067942326825875,0.929247840925314,-0.18687467424880055,0.7869734689739034,1.3449816852616951,1.1730759203577668,-0.321820251015801,-0.6497494151052488,0.3706085407703145,-1.2650998181875208
abc0eb9,-4.9063283616471605,0.9292289375365979,-0.18812910828939985,0.7854463140800609,1.3437136548004625,1.1722373444709466,-0.3210851186060977,-0.6529249711211021,0.36652599029235367,-1.2682986891076407
e02ce7e,-6.083809351264362,3.1428979373266883,0.6984611984036654,-1.4925057254237757,-1.4261508315342724,-0.9691285991651344,0.2962109616906582,0.26027959374918347,-0.22883740066090322,0.6983793595844815
552f7f8f,-5.660618201929006,2.2962236978935566,0.3263039844318434,-0.4598512058555992,-0.0557474467064493,0.3032455277079111,-1.5495206008797824,0.37592294435483925,-0.18036032897560839,-0.0511802528281537
3d2a4205,-5.926029178375867,2.8211941364592024,0.553245475035288,-1.0797877032199292,-0.8511668755215172,-0.40696656226510575,-0.8770431532473847,0.5230523308136832,-0.34108296531302024,0.7251758634517348
29c902d4,-6.08393551595137,3.1401526306008267,0.6916842898227467,-1.497494234559578,-1.4223923233918108,-0.9723542306861277,0.3009893098589641,0.26527319620135564,-0.22858922338932264,0.6976238009222238
a9d64d8,-5.926155343062876,2.8184488297333403,0.5464685664543681,-1.0847762123557303,-0.8474083673790549,-0.4101921937861019,-0.8722648050790789,0.528045933265857,-0.34083478804143985,0.7244203047894776
562a762d,-6.084588115745857,3.143222149164082,0.6925320498622486,-1.4968801966823861,-1.4248868095127116,-0.9721458827391989,0.3007218076052247,0.26376070946364044,-0.22633566057825918,0.70015422021931
2e9435ad,-6.084861371982415,3.144011686451574,0.6930781139142372,-1.4987353697641388,-1.4252961354862477,-0.9738386059427807,0.3013727013507028,0.2639228609820292,-0.22850906019208467,0.702971510684031
2490a7c3,-5.926807942857361,2.8215183482965966,0.54731632649387,-1.084162174478538,-0.8499028534999564,-0.40998384583917324,-0.8725323073328174,0.526533446528143,-0.3385812252303768,0.7269507240865655
56ce0917,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.847116487230983,-0.4074892750508929,-0.873833002973095,0.5250595963805805,-0.33714319410691507,0.7211023299653144
5c571009,-5.9261744664542455,2.82024461342604,0.548422850590663,-1.0822731459327422,-0.8490003556423237,-0.4071505886161202,-0.8761199360329154,0.5247720978436743,-0.3383035958943586,0.7246606235715942
1ebfcc1b,-5.926067510565558,2.819509284492488,0.5463177802080271,-1.0814469280739911,-0.8468790418186588,-0.4080272052853494,-0.8730058207052374,0.526921873941377,-0.338901344369878,0.7208688385850663
3e20e9ba,-5.926065183240486,2.8189009946583163,0.5461544283841206,-1.0814394165297767,-0.8477302680991355,-0.40953963454010645,-0.8748218449615993,0.5248051908725796,-0.33683323428302664,0.7204232410279208
772c2c8,-5.925887473136041,2.8201412215129307,0.5470945110418791,-1.0841499539322466,-0.8458451057097063,-0.40900540808429,-0.8735094472244023,0.5242800730335073,-0.3404203432450969,0.7223624522083247
2349dc78,-5.925023339792659,2.8205137891119834,0.5486169946846485,-1.0811576462454275,-0.8478724538631691,-0.4075467864365437,-0.8681935117411645,0.525419232394113,-0.3398369206931676,0.7168899971815275
76f43a46,-5.925982121212516,2.818318598539212,0.5465055961202137,-1.0826741020358983,-0.848710686276115,-0.4058932626745219,-0.8740133877625567,0.5244742889435777,-0.335195298426569,0.7213387076046436
59cf98c1,-5.925508021100092,2.8195023246895468,0.5452525071468469,-1.0834106288477934,-0.848025632222599,-0.4099467681971881,-0.8750005488329075,0.5220063553155987,-0.34077396911972174,0.7218202776208051
1717e55a,-5.925827930170156,2.8191917755622056,0.5459798861379144,-1.081698463095223,-0.8476340892229649,-0.4086387215359773,-0.874195094099021,0.5261966516613862,-0.33471092607267827,0.7216920740504301
5e1ba3a5,-5.926053071103364,2.8196899889478333,0.5467819643950598,-1.0833505801934589,-0.8475324459776916,-0.40961340350288233,-0.8707846240676762,0.5220321659786709,-0.3365537250111173,0.7181795818449632
3d53d3a0,-5.9259755846742115,2.817182717970696,0.5443149451217852,-1.0795592423762288,-0.8469084228194778,-0.40478533056625643,-0.8697090361941091,0.5293707132212966,-0.33657920757939214,0.721162209121059
5e2e83bc,-5.927216670847289,2.822333456504663,0.5477091159366669,-1.0854898852014656,-0.8523610397669035,-0.4134351576792485,-0.8511334221917884,0.5153242555363359,-0.3307440939455921,0.7040713005565767
559dcf87,-5.9264614074765,2.8182090607735804,0.545210248691795,-1.0814665543574755,-0.8490397646400686,-0.404036441444965,-0.871081251048993,0.5267721173425596,-0.3360251319517606,0.7234382533294934
74696703,-5.926120847398108,2.8198423309360603,0.5464465786185805,-1.081577825437939,-0.846314753172655,-0.4067583290712326,-0.8732367136617774,0.524251195237512,-0.33686171172743495,0.7214176542888977
61451130,-5.924927278770154,2.817807467857619,0.5492236907922816,-1.0820036250378051,-0.8453856544277432,-0.41206873979181974,-0.8758071612291458,0.5288550217925627,-0.3318400211824628,0.721918137633895
637eb7cb,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.8471164872309829,-0.40748927505089344,-0.8738330029730949,0.5250595963805809,-0.3371431941069147,0.7211023299653142
74f7b374,-5.9263482004431,2.820376227546498,0.5467018849392432,-1.0822871301904342,-0.8471551385776839,-0.40736090995574376,-0.8738518369557111,0.5245135598264674,-0.3369293733568568,0.7198998914187946
405a7620,-5.926045978075057,2.81908572268139,0.5463698086656135,-1.0819399021362779,-0.8474276752607883,-0.4073372114853968,-0.8733658568543076,0.5258156945614629,-0.33818363559293707,0.7211403541909708
b5cc862,-5.926316381044606,2.820236066677223,0.546626257742431,-1.0835440085291708,-0.8442096343915,-0.4086835231456081,-0.8735008577670412,0.5246803078712535,-0.3423513902083633,0.7305382326544364
6d089a41,-5.925941641272162,2.820802696696556,0.5472413764261961,-1.0811848415919403,-0.8482149961010499,-0.407392492437593,-0.8704897058679948,0.521819311802485,-0.3364585753735984,0.7155773167263884
441290fb,-5.9261524627859785,2.8200486926912074,0.5465823296372945,-1.0819640918707505,-0.8467498613575362,-0.40692264297224273,-0.8753434064519733,0.5249816372309262,-0.3370849757663426,0.7194458088361233
29e07635,-5.925983588061405,2.820271217602426,0.5455969640106287,-1.0807526922416477,-0.8454204922022129,-0.40675504169055465,-0.87347333880169,0.5285979089084093,-0.33085762321769496,0.7178164712258427
4726f507,-5.926185947598458,2.818797117149538,0.5462252713929469,-1.0820546727147782,-0.8467492797138415,-0.40999584131455047,-0.8759293169015218,0.5259385209381627,-0.3395510588070903,0.7203024210804064
29af59bd,-5.926173768616427,2.8202078734023015,0.5467134947066611,-1.0824186960077335,-0.8475307643354323,-0.40775062427367514,-0.8747778826707023,0.5257938970345415,-0.33767710617568036,0.7226096643965882
6236cdea,-5.926157030235971,2.8204464789646697,0.5468844761161038,-1.0823519383150373,-0.8462747530314934,-0.4073463081883652,-0.8750157760820767,0.5261387605326647,-0.3353984229566411,0.7198391111927612
488fd539,-5.9237134838778385,2.8208249529055003,0.55365368487675,-1.0811307382084276,-0.8453461152628234,-0.41005291875431893,-0.87520876704324,0.546834133286301,-0.30349064284051724,0.7074477329982614
307943d3,-5.926324969930017,2.820221275710176,0.546594743593542,-1.0819622459254004,-0.8467288407005402,-0.4070193769195914,-0.8741819707893963,0.5249853918799224,-0.3373960232893011,0.7229288139311526
1c5e141c,-5.926324969930017,2.820221275710176,0.546594743593542,-1.0819622459254004,-0.8467288407005402,-0.4070193769195914,-0.8741819707893963,0.5249853918799224,-0.3373960232893011,0.7229288139311526
726d4186,-5.925765192659351,2.8196805088380326,0.5495954331014581,-1.080353951318384,-0.8481856487031163,-0.4044074203363977,-0.8733535544751702,0.5243362347570274,-0.3387041003115251,0.7187798710267309
1bae1d34,-5.191903030594794,2.26377072134444,0.648939089875333,-1.5928610456216312,-1.4820156432830467,-0.49075398689482064,-1.381209451260245,-0.04561030283296949,0.2588635669631224,0.6835276618134745
2d6cf364,-5.926264341985657,2.819295320615963,0.5466220205076168,-1.0826007868602996,-0.8479801110817745,-0.4062199033520224,-0.8745619438603545,0.5242999862152511,-0.3356201257684619,0.7236382435815106
6a5ebe0a,-5.92751804757384,2.82334228549886,0.5493461660177142,-1.0834444619712613,-0.8508706774876174,-0.4045843707369232,-0.8960370070637493,0.5256125029493321,-0.343776879680601,0.7214808761412774
6bff8672,-5.925969658322642,2.819828981339618,0.5465653377027214,-1.0820342499372588,-0.8471164872309829,-0.40748927505089344,-0.873833002973095,0.5250595963805806,-0.33714319410691496,0.7211023299653141
2ccc67d3,-5.926423180615891,2.819151663319193,0.5460372992917599,-1.0810161474253053,-0.8475669438146177,-0.41060932388246296,-0.8725609414784565,0.5286625017188562,-0.34085472600963845,0.7217733442839965
295b5187,-5.926186317741805,2.81773537284897,0.5458475560339224,-1.0813801354398567,-0.8484060126025753,-0.4085893472181624,-0.8734803110102265,0.5272289260669543,-0.33845316651780394,0.7206506226402577
32c7c7b8,-5.926065117594545,2.8192393968411733,0.5477148115365446,-1.0804073620237937,-0.8477759946074084,-0.4084071144422725,-0.8760572056630951,0.5241763008905671,-0.33772266869740536,0.7194292426756697
2cbc2d69,-5.92642592462282,2.8182954272581324,0.5455006420718452,-1.0796254848538236,-0.8462774168356269,-0.4102559667496253,-0.873031639956776,0.5259047305935827,-0.3378737941225187,0.7213857760601362
711c0391,-5.926740068610258,2.8197069883333996,0.5458128657517148,-1.0795330320191066,-0.8442434498736641,-0.406767231092301,-0.8720382071334636,0.5264454136445228,-0.33790106614331183,0.7234880445852524
2b5c4463,-5.926179203282557,2.820251105595188,0.5467528688769598,-1.0825653865275329,-0.847812094098356,-0.40811140592461714,-0.8735078670087075,0.525425887193761,-0.3374989929317569,0.7225522076515876
51853362,-5.926009117971587,2.820332297479082,0.5476407818502432,-1.082163031597758,-0.8480620625969719,-0.4082990568844586,-0.8724102615574366,0.5255065895839626,-0.33601473080488964,0.720630627061707
64bbce6c,-5.925685263522454,2.8206668157538206,0.545032555266697,-1.0811150900390483,-0.8474736642166522,-0.4063119700252975,-0.8743118213893154,0.5232593359495153,-0.3379344845523108,0.7182969513104083
566e5a1a,-5.925328760203271,2.820666866886017,0.5452577782301951,-1.081575453086092,-0.8476003315793404,-0.40737325505422856,-0.8738732634068275,0.5251604426302618,-0.3372667206840768,0.7207045417475717
6bf1716f,-5.926647168601518,2.8172433450432743,0.5449658458521028,-1.0787574319150532,-0.8466552846615047,-0.41163325842863413,-0.872583812495347,0.530561985579269,-0.34226032836151143,0.7168708003841353
58eaf2b8,-5.925677918765279,2.819718991187826,0.5469068318365223,-1.0836181580348894,-0.8451492997044967,-0.4083821915239976,-0.8738352862726931,0.5239135603058249,-0.3400610937498834,0.720906708127629
520b1b92,-5.926012626127117,2.818827789857444,0.5462778790292125,-1.0819322638058797,-0.8481639491336057,-0.4088495454059946,-0.875283921734993,0.5234129196507237,-0.33521077735731997,0.7211327567273836
46e97f31,-5.92572567245939,2.819254814853239,0.5467012719534655,-1.0833206750744488,-0.8454558059783237,-0.40940880557178644,-0.8743297559954584,0.523784170105137,-0.3399070994253134,0.7205623844752351
4bd2c07b,-5.926319596754598,2.8194307214591827,0.5462539001322835,-1.0814971674023683,-0.8476233635917463,-0.4098832497458356,-0.873284583371572,0.5264679809297858,-0.33893108280269657,0.7213689750595561
3d9f8bbe,-5.926111206591317,2.819406295871951,0.5465101881108912,-1.0822188863898738,-0.8470247891543802,-0.4047634222365231,-0.8723349831443952,0.5256975164187414,-0.3373664919500485,0.7212537737968736
2134539f,-5.924691642451605,2.820159274723821,0.5458008833637664,-1.0848634549801806,-0.8446245731364904,-0.40817461706248054,-0.8740419138179117,0.5236909736130682,-0.33728516984135554,0.7214766201291025
5a76f19b,-5.926110485851152,2.818507939788874,0.5460301482772383,-1.0813445062327403,-0.8479265278116133,-0.40938860337768634,-0.8744557347354982,0.5252792606267529,-0.33697297066548987,0.7208983256668184
5c17f1b7,-5.925807884689316,2.819614595963657,0.5460680082453988,-1.0816731594173348,-0.8473574898465377,-0.4086193850816118,-0.8742535028611694,0.5262009950691546,-0.33461737601018565,0.7213086294152053
4f782942,-5.625459140516752,3.13138317160921,0.6017444635999022,-0.7057759014045678,-1.0127502781298385,-0.38107811517121504,-0.8201173503466478,0.8737945298454063,0.11731753865972859,0.6393035240534981
41625bba,-5.9261198128205175,2.8209072901219145,0.5462569128547193,-1.0816283940773328,-0.8470858893143428,-0.4066700786921914,-0.8744922388286677,0.5252588255824372,-0.3362624817447368,0.7200702159376439
787803a2,-5.925312838868769,2.820756375332981,0.5449272095428733,-1.0813724583410969,-0.8479794032633519,-0.40719318825967543,-0.8739557895425041,0.5248359789770788,-0.33766489656249427,0.7208634773453388
12f6b30d,-5.925969658322642,2.8198289813396173,0.5465653377027211,-1.0820342499372584,-0.8471164872309829,-0.40748927505089405,-0.8738330029730946,0.5250595963805812,-0.33714319410691523,0.7211023299653149
6aeceb46,-5.911891630031743,2.841356470365661,0.49673952334532046,-1.063451080382707,-0.8831964923646282,-0.3906501415406154,-0.8778995565410528,0.46700427244918097,-0.4269225629273507,0.704015238014488
b9fa3b1,-5.926017413751636,2.8193649371271663,0.5463598429496587,-1.081736696849642,-0.8474231750434127,-0.4085142861264268,-0.8743264027200125,0.5249313702492664,-0.33698737237651283,0.7207596499078041
