strain,umap_x,umap_y
280a328b,4.5428658,-10.259989
244410f6,11.917202,-11.396646
5d575266,12.0569,-11.357759
2b4981d9,32.641315,-6.1714816
39e7f3aa,4.629792,-9.841317
1306adcd,11.95832,-11.28861
2cb5a495,4.3611484,-10.165691
29b8f1a3,4.515784,-9.972898
49f8de33,4.7506776,-10.354675
7b2260d,4.7400317,-10.309977
48e92877,4.614395,-10.304365
216cc148,4.5622315,-9.8766165
39e47aab,5.029085,-10.254319
29f6ec11,4.7039657,-10.243663
6d12f195,4.9185653,-9.802402
74f02bc1,4.798405,-9.911174
61ac2085,4.88631,-9.8332
9420c18,4.5994635,-10.308031
47be8000,4.526607,-10.011566
2d8b49a7,4.871231,-10.421401
78b793,4.7191353,-10.167848
58126a04,4.6039376,-9.8151
37f3f37e,4.9706454,-10.162773
50a48260,4.897805,-9.672669
24e70402,4.6039214,-10.1621065
6b9d5e8,4.6556273,-9.903465
55385501,4.744174,-9.840281
5ec7646a,4.526696,-9.834722
1147ffc4,4.5427594,-10.140741
7567e85f,4.6828694,-9.876511
5b66c112,4.805538,-9.834198
60587b,4.9192777,-9.972981
12858213,4.535737,-10.0974045
27912a75,4.510408,-10.063617
207e7434,4.8600483,-10.048563
7eeda0be,4.6561146,-10.091613
265b3277,4.530815,-9.639351
68470dc7,4.74701,-9.690675
6f0f6634,4.5245724,-10.117985
7fe2d1c8,4.8888326,-10.212524
26672004,4.7549357,-10.061359
292b9ae1,4.5780864,-9.894491
bcd6830,4.8247876,-9.834005
2974182d,4.452088,-9.681239
53a569e,4.889214,-10.247142
694de214,4.8717394,-9.7945
563245e6,4.3757596,-10.274985
25415e8b,4.549542,-10.184058
42d2f0db,4.839543,-9.615333
78e858a2,4.7790203,-10.280437
2e4d23d0,4.918486,-10.074367
5cc4f7ad,12.07648,-11.395679
2d27badf,32.077145,-6.4036083
6022cfd8,12.719103,-12.583904
645dde54,4.8094153,-9.991964
66de4280,20.64485,-0.85171294
73107d20,9.1238985,-13.924951
17ec901a,9.129266,-13.921823
6b194c3c,4.856068,-9.8692875
2955ed25,32.594574,-6.3418837
48ce6d1e,5.045065,-10.034184
1d3275ff,12.015348,-11.375998
38e75401,32.809357,-6.48537
61e8e294,20.803017,-0.9924263
4e2839ac,9.224056,-13.824783
348b0d6b,28.385292,9.313427
8bb1db0,20.570791,-1.0284591
586dc95e,20.8248,-1.4510074
c25ea5d,20.861525,-0.9772318
50d72612,20.591082,-1.5285444
48da5494,20.746635,-0.94579184
16e8a712,20.78666,-1.2548144
7d542b2c,20.660051,-0.77297926
31be15b5,20.649199,-1.3384384
7fa83461,20.664877,-0.88211983
5de39fda,20.663568,-1.2361156
d104e0a,20.479422,-0.8809952
28250751,20.401913,-1.0518577
182aba3e,20.879166,-1.167184
71cf0d9f,20.609426,-1.4550407
43e81f4d,20.573643,-0.69790167
2f03194e,20.821909,-1.1466701
ac2e4dd,20.552443,-1.2152659
175d711a,20.891058,-1.0746757
2d427452,20.783741,-0.9029964
34604e82,20.480284,-0.9570548
3542e9a5,20.408255,-1.3790318
1e4bccc,20.442131,-1.0334738
d368e34,20.707531,-0.79623246
14323b5b,20.766973,-1.0480802
74bb6535,20.400398,-0.767758
4ca0bd7e,20.818966,-0.7277145
2ed5f2c8,20.505056,-1.2418892
a98f14f,21.065125,-0.8434966
302c1234,20.632694,-0.90440696
1ca44ab4,20.636683,-0.766122
2cbb62c3,20.773514,-1.007019
770b3ce4,20.607569,-1.3065716
a03f7e9,20.916805,-1.1055009
65faf3f3,20.980774,-1.2149823
916dbad,20.480787,-1.0617753
49e19fa1,20.697395,-0.9484641
dbac76c,20.867443,-1.3896254
44ca13cb,20.584167,-1.1674136
271497d2,20.796844,-1.0559064
2ee51bbc,20.644995,-1.3724629
1a582ed3,20.519266,-1.1389939
18670f4b,20.845026,-1.2134067
3f59ef6e,20.683504,-1.0591512
6f86f83f,20.808956,-1.1115344
5d8262bf,20.50381,-1.0364523
6aa26a6,20.624805,-1.0871806
35bbd722,20.559893,-1.2828667
6986c4f9,20.409004,-1.1233664
179c68a9,20.446032,-1.1822069
47c40856,20.802341,-0.9257385
2dadff1a,20.872486,-1.0244282
10c90548,20.91425,-1.07358
4a77785b,20.399052,-1.245507
480e8a00,20.68078,-0.77420324
7445b43b,20.3221,-0.88917327
4a98d66e,21.015491,-1.34204
18b9afcf,20.937595,-1.0246822
3642f6fe,20.906876,-1.3307093
26dbca4d,20.863546,-1.4215083
31e1a245,20.46937,-1.177755
43a213be,20.590916,-1.5167681
a9ca05f,20.576147,-0.8599218
2eb7e2a8,20.589619,-0.87421554
40a8571e,20.780895,-1.238018
2890b6ce,20.476084,-1.0387166
50d4456d,20.795385,-1.1084625
6c603981,20.472692,-0.77891237
7f9ca1fa,20.856285,-1.6147898
3efba30a,20.777088,-1.4530867
458e5687,20.52583,-1.2657808
7a2aa7c7,20.560263,-1.3953521
40aea981,20.752195,-0.9529239
25fc21bf,20.486715,-0.8821136
5dd05185,20.673597,-0.8668495
3043be61,20.673248,-1.1440367
4dd4f6fd,20.931585,-1.2340939
1af087ac,20.5157,-1.2210841
29978b14,20.93769,-1.2540025
18578dbf,21.019419,-0.9698467
27078087,20.560627,-1.3417883
5b733590,20.612097,-1.3703529
2350183b,20.454796,-1.044775
31853196,20.242975,-1.2444913
23fb9bf0,20.658203,-1.0588752
37d9344a,9.211382,-13.838967
335e371d,20.92889,-0.8243054
78b0a901,20.68601,-1.142552
1a4308e6,9.14285,-13.916639
41371e10,20.597332,-1.4638218
66c1e242,11.806524,-11.53806
1affed0,20.577307,-1.3938745
3e4e6b5c,20.343992,-1.2788272
297d7df8,20.582369,-1.0537714
3adfda3,9.175242,-13.814101
1babc2fa,20.851389,-1.3680179
59dd1ce1,27.80112,8.645379
6c43d541,9.0439205,-14.002463
1537a2ba,9.223864,-13.824655
20e83da8,20.689545,-1.2905569
72162699,20.517445,-1.343689
7d91cc72,20.859879,-1.0468427
75287e78,20.673338,-1.0114114
25903071,20.425688,-1.2066706
61465191,20.379002,-1.1112216
6987acd,20.893242,-1.1660961
4596de70,20.646408,-1.1371951
58e0c102,20.570374,-1.2546635
2b7983e4,20.8413,-1.147415
3ba2e78,20.924206,-1.3299662
5c243c82,20.864424,-1.22173
5ed71322,20.749765,-1.0014317
14be40f6,21.034945,-0.9033972
2273d51c,20.534534,-1.384394
7a8de487,20.406187,-0.829002
6c205b1f,20.68611,-0.9295843
452b3c3b,20.686626,-1.5406284
4fb00ded,20.476933,-1.2533946
bb3e675,20.508419,-1.1705629
10afec21,20.71874,-0.78042006
1e700cf4,20.840038,-1.357183
4fc17f1d,20.539764,-1.1074239
572f2955,20.49102,-1.0290928
60bebae8,20.729145,-1.2817641
69eb819f,20.63191,-1.1486083
bf5082,20.566433,-1.0442624
280593d1,20.605015,-1.5060984
555b66df,20.903782,-0.7324011
3ba3c0b8,20.428812,-1.3789263
67423007,20.505516,-1.1314731
73fa5f2c,20.677858,-1.1151328
103eb4b3,20.995026,-0.9462883
6b15c41d,20.550623,-0.96581477
5139587a,20.54952,-1.2415254
7c70178d,20.486595,-0.99185073
75cfdec4,20.50181,-0.9229882
7e8f08a9,20.797318,-1.2034656
4eb91d8,21.026026,-1.076274
5499cdcf,20.586357,-1.4469302
7e2b04f3,20.931826,-1.0106957
5f247380,20.742275,-1.4801955
ae3a10d,20.356678,-0.8456641
50177776,20.82072,-1.2974527
60567e4b,20.407358,-1.2992085
66d5db27,20.487944,-0.84279686
3b6c0244,20.397886,-1.2954789
3c569037,20.68915,-1.2783254
2ea8b8ee,9.146792,-13.900153
7e4bbb64,20.518177,-1.4021087
7c07d6a5,20.35466,-1.2618399
28c82ba7,27.407343,9.105874
1805fd8d,20.555864,-1.0205772
4027a5aa,27.703245,8.669403
7d421577,20.841108,-1.209029
dffbd85,27.59386,9.269718
3e8c47e0,4.829349,-10.028991
7dae0153,20.913807,-1.0833721
10154505,20.800291,-1.2410427
af6c757,9.167907,-13.879936
30456fe1,20.393036,-1.1923181
5fed44fb,9.2806635,-13.77155
78ffa730,32.882153,-6.4846478
29413f99,20.83387,-1.0003977
6505386b,10.590802,-12.269234
5947de84,20.782291,-0.71353436
4f31700b,10.585502,-12.309874
4a1c68cc,20.648352,-1.3309801
46c5400d,10.818881,-12.297609
14ef696a,10.6928625,-12.341836
4a22e82,10.522874,-12.175911
294d20a,10.7151575,-12.450889
13178,10.714557,-12.329071
7f6d9d5,10.645286,-12.26623
b6fb847,10.668272,-12.329247
175b7676,10.542619,-12.344597
361782a4,10.54739,-12.371716
35893cc7,10.618027,-12.295544
24c42d57,12.020117,-11.318489
7811c03f,10.534429,-12.437167
7e8fd5ec,4.7727675,-9.88637
79de0fbe,11.95146,-11.221347
6c5270ae,11.984495,-11.211608
3c0d368c,11.976992,-11.287441
3bdad2fa,4.471235,-9.919503
2a4a93dd,12.238782,-11.467578
5c86bb48,12.379789,-12.2673235
7faafe0b,4.7349024,-10.006769
54dad89f,10.670172,-12.393134
7139ef02,12.159021,-11.824409
45905d5d,12.13389,-11.876752
44d9c297,12.195738,-11.899862
2a71b0e7,12.203603,-11.907425
4f551d69,12.176566,-11.82908
4c71985a,31.913437,-5.9612494
881312c,20.283123,-1.1752107
4d1db9bc,28.27925,9.395416
1262b4f0,22.69258,6.1232824
36e22539,27.465832,8.698016
4b2a6bdf,27.929094,9.036679
5c7e9db2,27.658596,9.334463
58ba8f4f,27.729782,9.305348
6eb513b4,28.009727,8.730969
3f33d827,27.633928,9.320361
ed668c8,27.926228,9.196724
400d029f,27.613615,8.939142
5d30fd5f,28.119286,9.098332
3bccb1e6,27.290495,8.930609
769c3a4c,27.88079,9.253597
703ea819,27.63644,9.319008
466da5c0,27.56852,9.2258
2527862b,27.462431,9.005503
374d49e2,27.905634,9.070967
50cf45dd,27.505312,9.148242
4551118c,27.851244,9.164043
179cd71a,27.710564,9.428397
591863c5,27.808971,9.260794
2ef2418a,28.133997,8.998874
748da6d2,27.706066,9.425993
4fcbd94f,27.497248,9.251179
7ef5f507,27.983646,8.889834
fd52fb9,27.482529,9.006815
3c6c0a2a,27.99588,9.062433
3b638a1f,27.502516,9.233332
77d3d3a2,27.430904,9.210723
51742029,27.647814,9.3966255
4d37da96,28.13722,9.211122
790c258e,27.50521,9.328523
4c430433,28.025402,9.313523
2be7d7ca,27.830212,9.280302
6c635bfb,28.066536,9.067658
78f6412b,27.609087,9.027661
3bce0e56,27.550587,8.983316
71e88884,28.309729,9.230297
7b60c8a6,27.734179,9.269501
3757c22a,27.693968,9.282394
6c5c8189,28.297308,8.995739
1be800,27.674957,9.316498
21af8140,22.119978,5.754343
297fa916,28.053732,9.101195
7e90cca9,27.340036,9.12032
479efd08,28.147816,9.229314
a8eae2e,27.587034,9.457317
3328bb62,27.5343,9.310962
2174b417,27.748064,8.980371
6a981c3c,27.528608,9.269075
798b9aaf,27.378893,9.2562065
2e2949c5,27.799156,9.293389
8234cba,27.756466,8.868382
74cf01b0,27.601166,9.233388
7e067416,28.015081,9.016466
ee91d9f,27.672407,9.1889305
60e3a3d9,27.486795,8.81248
2d83af71,27.891066,9.455839
41717705,28.166395,8.897134
3b207d22,27.531294,9.131156
5733be2f,28.015375,9.356326
6aa2a686,27.648058,9.358437
24076da5,27.676245,9.031388
1f27bcec,27.57503,9.382502
5e27e9fb,27.700062,9.519426
3ac57ae0,27.594261,9.315429
47d4ee11,27.93052,8.842494
2d7da542,27.831339,9.442967
40f0fc96,27.978697,9.422439
7685d8b1,27.53827,9.494428
183c8d16,27.82398,9.296431
3b3f144,27.73663,9.360432
c51952a,27.937075,9.170626
5bcc71cf,27.651049,8.776099
5562126a,28.00706,9.36561
5c4b4938,27.937687,9.307439
53e1dac8,27.924469,8.954982
3b51b904,27.898418,9.286692
1381da75,27.652416,9.42113
492ccf7f,27.746717,8.655551
7062ff72,27.708553,8.896628
38eba7f8,27.78689,9.1991415
1b3e6e78,27.417292,9.062852
686fd4bc,27.957716,9.179497
6963bf6f,27.548424,9.3695755
63739fd4,28.05244,9.216102
5ff7d2e2,27.91796,9.273525
5b7f27c7,27.724512,9.226837
62b89916,27.934568,9.168158
45229bf5,27.86143,9.399135
2fb8fd02,27.825665,9.429603
4adbfce6,27.736973,9.118659
2bcfb9d7,27.942352,8.788151
21dd86a2,27.697197,8.862208
37963b57,27.94772,9.439277
6ee82972,27.714714,9.39564
774da9cb,28.023972,9.284039
27db1c1a,27.629808,9.42359
7b4e831c,27.859955,9.028752
32c89ff7,27.986422,9.047337
bb162ce,27.969955,9.410995
402134cd,28.557238,9.164732
5ebdeb3e,27.875101,9.431892
fe8955a,28.052233,8.787807
68df3f29,28.02817,9.009197
5ec5cfee,27.880222,8.866211
2172e0c4,28.130661,9.239508
6739e625,28.211117,8.918249
459f02c9,27.804716,8.839389
6f554d3e,28.201176,9.23268
2c824ec,27.95754,9.104179
1c1352f8,27.856314,9.384801
337f8382,28.2363,8.850333
48d061f6,27.481909,8.901095
62a3888d,28.216322,8.997617
260e76ef,27.917553,8.811458
66597ca9,27.936077,9.004151
656e7351,27.878107,8.97935
13c44f1a,27.607874,8.773417
2c464d26,27.381426,9.063658
3bb9e77d,27.88035,9.093056
587a42cb,27.729364,9.546656
29a0a33c,28.010174,8.929986
34578388,27.544056,9.108514
70fb8f35,27.663774,8.9538355
129c3334,27.833534,8.768336
4818eb55,27.54811,9.442674
2460b4cf,27.578125,9.171714
40fd17e9,28.050934,8.768466
241c3948,28.158052,9.269116
7019245a,28.115885,9.311841
4cf89a33,28.062775,9.161162
17a090aa,27.689026,9.305017
4d3a73b9,27.816252,8.841594
214d21e2,27.578005,9.376274
2ff6423b,28.063692,9.159947
623813f4,27.865688,8.762914
7772588d,28.234947,8.68167
4ab9c6d1,27.668156,8.961047
6e472278,28.019924,9.180913
1742255b,27.938723,9.536983
64894adc,28.107012,9.293388
2037f37f,27.631626,8.846283
547ed7d4,27.873077,8.976416
7c5fed16,28.123236,9.03671
13c8d28,27.591501,8.932644
120c872d,27.731283,8.759235
55355097,28.09429,9.094826
4bc5b569,13.862707,-1.9494506
489b977,27.899292,8.695817
274c5655,14.005046,-1.7911391
69206c88,14.067138,-1.7388409
50d32f21,27.845917,8.743071
2b3f09e5,13.93458,-1.7013872
6bc0e8e8,27.60285,8.80028
22bc0303,13.866047,-1.8078868
2a0749f,27.93092,8.823383
1870149c,13.942695,-1.8798611
1866c9db,27.491625,9.184
39f804d5,13.926722,-1.7517165
5963806c,27.89161,9.165218
5eee0f8d,13.954118,-1.6578913
6c57c36e,27.494917,9.0050125
46d26d63,28.006632,9.102509
9d97132,14.112969,-1.8612795
7c6b2fe,27.732946,8.63971
71d62795,14.020563,-1.7015129
51ce829,27.633583,9.324207
42669a12,14.018908,-1.713583
34fad933,14.056402,-1.7106887
37109abc,14.036469,-1.8226349
2f314d16,14.092542,-1.7844857
3354f436,27.751846,9.521529
4e61faec,28.15031,9.1515665
633edf85,14.001873,-1.6773195
16fd11dd,14.045317,-1.7798243
e7f389b,13.847446,-1.7780209
4cbc8414,28.2293,9.310576
72335360,27.936832,8.942911
2e8b0b07,27.72579,9.479784
2f597807,27.714458,9.171622
6f680954,28.051165,9.230094
63ef4bda,28.018036,9.03797
28a2c6a1,28.017294,8.882571
3abc9f49,27.503933,8.993698
64c13a01,27.823309,9.227347
76a6a00c,27.712286,8.654257
52cb1fdc,28.15253,8.964218
1e1d1fc4,27.728525,8.989101
22a797ee,28.03862,8.825804
60d63de4,27.62271,8.988955
47c54545,27.403374,9.133931
a167d7e,27.800892,8.979396
a246c5e,27.651712,8.605732
342c3911,27.759907,8.707693
71834ab,27.813797,8.842074
5dba192f,27.942505,8.911023
662bb61c,28.201317,8.954826
58ef3aed,27.843763,8.6864605
3d3b3ba2,27.819002,8.817916
25f09c36,27.679157,8.848346
4691990c,27.68188,8.5688095
27cbf2c1,27.685362,8.661969
35b24d83,27.267908,9.004926
524f0419,27.385405,8.996923
3643884d,27.837374,8.623269
62d7d5a0,27.807583,8.611453
378d2888,27.527859,8.868525
80e19f6,27.85996,8.603304
208a02e7,27.559341,8.83883
63a8350a,27.904116,9.271039
7d63acd,28.077644,9.131692
13464045,27.57729,8.699173
7b357fab,27.705317,8.674565
1811288d,27.40538,8.921621
68f1f9af,27.433136,8.857658
643dd908,27.749924,8.51049
1bac670c,27.575953,8.6895
5d98d764,27.477169,8.687541
7dc066e9,27.607277,8.587287
7a168ead,27.71117,8.548587
160faa4f,22.18977,5.4950504
5ae8ba81,27.329391,9.108893
43496d41,27.831055,8.504512
1d5a4443,27.431686,8.693881
392f6f68,27.343842,8.749754
753ec7d,27.480059,8.917915
109179cc,27.817158,8.644452
46590900,28.054033,9.043238
756ca00e,27.551743,8.759006
15d85604,27.581915,8.601147
3dd1698a,27.421085,8.688994
4b3da833,27.655323,8.69345
2e87e376,27.5081,8.730481
65b10042,27.572445,8.635216
3ca18c20,27.473337,8.971043
48fc570d,27.378016,8.720058
2593071e,27.478416,8.740067
10a7954e,27.438658,8.721424
4d99854e,27.508165,8.691285
30b2710c,28.040949,8.769641
54b240ae,28.201147,9.299403
288c88d,28.07808,9.09917
53ee839d,28.278042,9.32497
8b5b47b,28.37022,9.1083355
3ebb731b,27.797247,8.549627
4711bdf2,27.31655,8.7993555
71194de4,27.408007,8.767974
47489e03,27.245186,9.115007
77e2069b,27.382566,8.716129
510008c3,22.1465,5.6459594
31558c23,27.273289,8.95542
6f568a81,27.357115,8.816874
2ef495a1,27.399895,8.737882
34bfe10f,27.799475,9.183169
18a9b76,27.34365,9.1308975
5ec49a41,27.256044,8.939672
70ecea98,27.387522,9.1231785
6466c731,27.621157,8.543346
3d092073,27.244305,8.962775
371cbedd,27.350569,8.928994
c08f595,27.715498,9.336792
5c698564,28.231804,8.795872
4027a921,13.896049,-1.886582
5960bb50,27.178963,8.939289
658ad717,27.460424,9.230293
28f51f9d,22.01839,5.3390083
a1c20cd,27.276812,9.186461
3558bc94,13.965544,-1.8049421
5cbbfb37,13.939,-1.8420173
745e2387,27.321913,9.06716
2b3a4b3a,27.362978,8.977091
c776205,13.86939,-1.7900339
10c298d6,28.14835,9.379762
489e8b63,21.958914,5.4723396
1fd5491d,13.834913,-1.6654671
40ae89d2,27.471321,9.201605
675a9e15,7.7025213,4.633482
79da4406,27.941782,9.715032
8296611,8.5787325,4.63658
4f5458df,27.29232,8.800545
6ed77210,7.6216464,4.9973073
5094db1,32.822784,-5.8191657
432ef995,20.686623,-0.80576646
724a178c,27.176426,9.184949
59fc967f,13.946991,-1.8033804
24ba32e2,14.794334,-0.25434503
7bd4056b,21.849663,5.821919
67f956da,21.661282,5.272265
46219dba,22.008265,5.7720094
123b5e04,21.717884,5.50047
7c10ac81,21.80618,5.4860067
1870fe5d,21.493187,5.668619
15fe51d7,21.532234,5.479425
6a3e2e46,21.988089,5.4233356
16ae9587,21.706335,5.787977
511cb41c,22.013456,5.156599
5edc4e3,21.762535,5.244253
682eb658,21.722778,5.275483
730e5e86,21.8391,5.536434
4d3cca91,21.862492,5.3798714
59c42a77,21.916868,5.538471
4539d56b,21.98858,5.693301
602f330c,21.608917,5.577539
7cc32e56,22.13363,5.603228
3da5b120,21.526667,5.587532
969474b,21.917234,5.505553
41456a0a,21.962255,5.6123133
70efc216,21.919193,5.51745
405d2ad3,22.08975,5.560907
6f53c760,21.533195,5.3710647
709237be,21.977451,5.487559
5bc403d3,21.447691,5.5406857
fd16b46,21.819162,5.2806253
30431229,21.970602,5.696219
2b7462bb,21.703995,5.7942533
3ae0f653,21.555786,5.390713
617e890d,21.855473,5.2542086
3e507a9b,21.644169,5.739948
3b5ebb01,21.594072,5.3433223
70dd7cb2,21.820152,5.2852206
40b69be,21.878168,5.2613506
76f13905,21.473108,5.436128
6c46dfcc,21.668945,5.678338
74137e8,21.55978,5.49542
249b2384,21.364305,5.24637
66919daf,21.710999,5.7580414
3c0ea103,21.970007,5.230225
189c8ba8,21.654215,5.6300917
1750de9a,22.101465,5.5253844
1aad7ea1,21.985693,5.1035767
31934b26,21.7549,5.4121723
367aef64,21.520329,5.20558
5fabe5f,21.61927,5.6149144
742d1882,21.426382,5.2566915
72443a49,21.507711,5.548074
5ea62f3a,21.737213,5.1968985
7f2a82ed,21.531586,5.217662
4f27f054,21.79139,5.546103
3728195b,21.85077,5.4995503
15eaa510,21.728659,5.2403007
5d746b65,21.78052,5.39405
461f17ea,21.768959,5.4628973
74f5a048,21.851074,5.1542654
766cdb24,21.952295,5.2675524
55df337e,21.566097,5.386044
419e31db,21.765476,5.218829
44771123,21.80132,5.323964
37e195e9,21.965605,5.426261
6e3e926c,21.590086,5.3693814
6a6ac533,21.756506,5.5165668
678c71f1,21.470764,5.4461784
685971fc,21.887615,5.338548
62703980,21.812075,5.494183
6ab4a859,21.654623,5.676803
1f87a540,21.998924,5.637213
536cd6ec,21.66011,5.317328
33c51d2d,21.58419,5.69754
566029cf,21.632137,5.264062
1f95c0fd,21.549522,5.4652643
3620032b,21.964182,5.772297
14e04902,21.84435,5.612477
147ee220,21.933136,5.7402697
7093b9e5,14.762544,-0.028646117
51c3ddb6,21.324678,5.6228147
15c643e0,21.749954,5.468259
4a6d8780,14.561548,-0.09269868
52e2fb4d,21.728746,5.2869267
b8e5dca,21.874172,5.6140604
d898c1b,14.746533,-0.19861634
cd8d3e,14.770232,-0.1518058
2ed6e1b4,14.791531,-0.18313673
6e93ed48,14.83974,-0.21398701
7ff1e4fd,21.740564,5.6068587
1adc3f39,21.710506,5.7440443
3fb1df5b,14.632894,-0.07691034
13428ba8,21.561823,5.247596
3c7742bf,14.623845,-0.12707321
206eedb6,21.519918,5.291701
376445ef,7.5299025,5.00994
eaac72e,8.494739,4.7840166
4529712f,8.100129,4.5147676
1581f156,7.940681,4.614588
1527cb92,7.65234,4.6494327
79201f79,8.02728,4.681579
18724cee,7.8210907,4.7831764
120de7a2,7.7751074,4.6991825
6ec22bb4,8.012254,4.6021905
5bf76de7,8.076264,4.780586
4de24be2,7.772416,4.6090336
23f44126,7.5691285,4.4736805
731061a9,7.8114147,4.698637
2965fb88,8.0437765,4.614541
6724bb44,7.9298315,4.537936
17e0a280,7.9675903,4.764525
66253379,7.9926085,4.473069
1eecc0b,7.8002167,4.7244334
bf01b31,7.943288,4.8693566
3bf55993,7.7251716,4.8695164
225e604d,7.8191476,4.6559367
7c756613,8.027342,4.8462577
61d2aa68,7.991214,4.548751
50a3279a,7.7641497,4.41182
6f84950f,8.022954,4.6311893
79a08c5e,7.6124563,4.995547
5b5ea957,7.8337245,4.7578626
17c00851,8.085894,4.668868
4b7b3bae,7.9553742,4.7463546
59dfe43d,7.8420544,4.635154
32f7c627,7.815437,4.87605
11311292,7.964153,4.51659
34faf186,8.118035,4.6408567
23a45f0,8.055264,4.7368135
2ae69dd1,8.035525,4.5445123
34b126e6,8.062003,4.440316
3b8218d0,7.9066215,4.7945743
495a8661,7.697318,4.6428947
1483156b,7.932148,4.934824
e7a1ff0,7.8417544,4.3747234
211ff4b3,7.679452,4.580817
1a8efde3,7.792249,4.6897626
11ff8237,7.8292847,4.781386
50b93cd7,7.7692432,4.862078
57b6816d,9.208449,4.6162148
6f152f56,7.7098503,4.6282315
1c45fc13,7.8969264,4.697643
2fe5b289,7.9107704,4.8167315
1ac118ae,7.920809,4.8161764
116147bc,8.478599,4.6423345
707b976,7.8702307,4.598319
1c13f839,7.6660233,4.9645967
7dd1a179,7.8788886,4.4837
78fbde4b,8.049453,4.4742303
21bbc50c,7.944753,4.5782743
31e9c63c,8.007105,4.4395633
65e00a0b,8.050907,4.903427
4d9e7d13,7.7347007,4.662875
53d3891,21.763454,5.2008624
4623f7f8,7.7085266,4.7553544
6b8bfb71,21.561277,5.3942184
4e228dbc,7.944598,4.6581316
416eb7a2,7.6109304,4.9971285
218be433,12.406756,2.2492793
6c857d3a,7.6171737,4.592206
7eda47df,12.387342,2.242516
3da26051,7.936926,4.5279617
49d40399,12.4207115,2.2557979
4fd5cc7c,12.433487,2.220452
8d43bfb,8.187985,4.8033
2b577eba,22.02452,5.2036853
5ea0ad1a,7.6903987,4.6237435
6d59355e,15.84579,4.1552143
22c9883,7.5787716,4.779834
78f2cdf4,15.879573,4.217254
5b878df2,8.351467,4.6924615
5c20effd,15.884897,4.3920207
73c72d2a,15.876018,4.2373943
7d64960,15.938003,4.282092
2af95bd2,15.965729,4.3992853
73416504,16.027817,4.192051
61b12294,15.992911,4.493056
3cdd7d73,16.095587,4.301326
4c1304de,15.961175,4.284291
1a012606,15.962952,4.2856593
7a8b0285,15.85216,4.3948016
23a9c300,16.173573,4.2109876
1335ff1d,16.228699,4.508438
10ccac86,16.007362,4.433059
64138021,15.919287,4.4757338
2b6109f4,16.039474,4.3473234
52505a2f,16.124176,4.3006306
44d716c7,15.803478,4.4960546
339a9646,16.186764,4.4298053
387a896e,15.774469,4.218733
1843357c,15.842381,4.223689
10d2b082,16.047863,4.4879494
2a09b8c8,16.11514,4.157954
219198b6,15.873186,4.4646354
2307b3f7,15.891055,4.3306527
52426d52,15.954469,4.329346
536188c,16.139105,4.307009
35ca0f6,15.89065,4.387507
784ec673,15.809142,4.515916
1ea6c00c,15.850672,4.4063334
15bf7324,15.763264,4.106343
39b8b54a,16.155586,4.2928524
2889d322,16.082205,4.258291
5b383373,16.126059,4.403227
a4d8b23,16.012335,4.4109526
7c276c50,16.105135,4.387642
255f6b8c,16.18623,4.116943
7b3af5e9,7.7834044,4.5388803
21aca1f6,15.963826,4.2602496
14fa3896,21.715662,5.432074
4d5efec1,7.7728653,4.661483
c47451e,12.276927,2.4038658
4b5d4b91,12.317459,2.3400154
17280be2,12.235182,2.43672
59b27524,12.229899,2.4044003
5931aa84,12.2800045,2.33263
1b5b292e,8.364615,4.7588573
224c4d0f,14.016198,4.1909037
67b4ad50,14.114071,4.1250544
29bdc848,14.166938,4.1843057
1eae53c0,14.1764765,4.2061515
66e57a03,14.055975,4.1005354
452073f0,14.158224,4.150734
759699c3,14.140286,4.1736794
a741ee0,8.094593,4.564596
1eb221ba,14.128492,4.1645494
7dac5f3a,14.028262,4.0744834
fdf607,14.056855,4.0463657
26b048df,14.101484,4.134558
4d09abfc,14.122534,4.1543717
63198a4b,14.120998,4.0807657
1f02c318,21.717436,5.8309984
78317f40,14.109523,4.2177467
4733db78,21.437872,5.5564613
4cfc432c,14.081809,4.0652056
4b0d5ea3,11.667123,0.7906563
643e125b,12.302443,2.4635472
60a5750,12.345675,2.451231
69ef8ec7,12.216817,2.4353702
6b723585,12.206927,2.4699023
731e6590,12.19961,2.4438584
4f045dba,7.7995768,4.65785
16c1954,7.84619,4.46791
19f7fb96,7.71824,4.628013
22c9293c,7.8131413,4.6262074
7bdf5921,7.815934,4.5065036
51d9d18c,7.6061387,4.931372
37ad161b,7.61092,4.7732353
daa31c,7.952339,4.8753953
5d1392b8,7.9112945,4.9295096
5e0b54bc,7.7298446,4.9275827
30883067,7.750265,4.505423
16462787,7.6874156,4.388855
3df5616a,7.887598,4.6727786
4f072076,7.6960464,4.748701
228567be,7.8468637,4.9749784
55974284,7.9471264,4.5948796
203debde,7.9148593,4.9458666
76ffce5,8.124246,4.87124
ebe5e4c,7.5379586,4.5490527
2d1708fd,7.812801,5.049752
3ae6c7a1,7.7335486,4.8198824
20361d09,7.9708924,4.6303377
36f51acc,7.883488,4.667498
2d7cba47,7.750177,4.7326913
32cfba4b,8.116351,4.784518
1fdd5e03,7.623821,4.7853994
5e75384c,7.8576283,4.874744
1f5802b9,8.058176,5.043134
4048d988,8.179325,4.7469106
535ed0cd,7.765684,4.8803983
56f8926b,7.9621024,4.5478945
305d8fb9,7.997409,4.812982
29110ed7,7.626838,4.7664967
1e1f658b,8.074728,4.867523
