strain,mds1,mds2,mds3,mds4,mds5,mds6,mds7,mds8,mds9,mds10,variant_seq
63b48d52|7.2039,-0.59188107540357,-5.755811006557307,2.503201827635084,4.052572035650528,2.6794903833846244,4.659305822442149,1.867499071676817,-2.459278649922464,0.8386031812986596,-2.561938587452203,15
1a54f90c|7.4112,0.157861446312252,-4.183629579344064,2.234444428588288,4.053117862743954,1.6114078110540542,5.40935023671481,3.1617436291619017,-3.8057087643460137,-0.4048482397450221,-2.502113478363546,5
2f72856e|8.0629,-0.1883343062773969,-4.652071829304324,0.9351588885690054,4.069776174093904,2.1303415589194623,4.713628839487998,4.086331250629522,-3.767955349348585,1.4510614835817484,-1.6605393145684473,15
14c7d7fc|8.1266,-0.0021982497007299,-3.8720755071686703,3.09439051730439,4.236844011776326,2.2601828976100333,4.920584812929668,3.2446748862200647,-2.8404907314951418,0.4000767361156996,-3.3274083054377788,5
4be3ac16|7.441,-0.1905244908901024,-5.746148176502917,2.690319858878253,3.365055177720372,3.570170638517791,4.281251534726485,2.4023283889855533,-3.244682405628942,0.1114825136267679,-1.6581264617744331,5
9ea530f|9.0094,-0.3538679281633101,-2.753107460657675,2.3322236014989053,3.9660536560527313,2.446468985966328,3.387876062614198,1.9835493626009115,-3.1281840301521737,-0.7119563482208825,-1.537692545674426,5
51c377f9|7.7554,-0.3271058923600397,-2.6871023299949752,1.0783116635023031,3.788749951401078,2.353684502037551,3.0708837951973083,1.8018624434072716,-1.976941392087076,0.0549275894236821,-1.247851723209364,1
639d9b96|8.1842,-0.6926743090325788,-3.297626444728124,1.2564664170477997,4.303576685091474,1.6104937753011606,3.7859770789446414,1.502522390296544,-3.187502936894868,-0.4806173772318515,-1.3562041199245518,5
79f615a7|8.1951,-0.7008494514605139,-3.3729609358481243,1.1225084436353274,4.244051798120962,1.4404228208636871,3.7477864657292974,2.039969109571246,-3.153262157868077,-0.2988299279074028,-1.1750268965478894,5
25a2d81|8.2349,-1.0489260515837264,-2.898196405015245,0.8002411594727511,4.58169257418769,1.6398380447559775,3.70085190108296,2.305912255578844,-2.3584616799431366,0.9288523545379322,-1.8316992360724984,15
5042185c|8.263,-0.3872369778423776,-2.4972036378372198,2.3293479208620265,3.9030092934295286,2.643861936468067,3.1785906056877358,2.862624778253273,-2.841602666428395,-0.0900796419694325,-1.5716481047269149,5
33f84fe5|8.2891,-0.5866072391952095,-3.10760970662669,2.0882115323333617,4.100474768577747,1.9571462348584707,3.26040313858554,2.631875652743921,-2.783910344029856,0.7060926134293825,-1.4264808359410386,15
7ae7a3e8|8.3939,-0.4626640454330266,-2.1293684156986035,2.1555056027669166,3.95616688070566,3.086705153503513,3.2904137876133293,2.2273787174566686,-3.021703414466182,0.1339130391775614,-1.810592743987415,5
2706ec34|8.4508,-0.4411310340616153,-2.1504917971477022,1.7049269617543938,4.4447372494384805,2.237161524442173,3.539583564199252,1.753925807833435,-3.340846919848709,0.2250590392850576,-1.8665020287421972,5
a231dc8|8.4981,-0.5781634950460448,-3.076917725155971,1.2480857377933952,4.286518697477008,2.054427534433584,3.0674372550663,2.691498688576964,-3.2757511787440867,0.766924226662704,-1.0072554612868363,15
2944bba3|8.5479,-0.4992541653900523,-2.452357542858205,1.342847855007096,4.656181595703654,2.120025943158411,3.3477763982254136,1.5708758411885944,-3.472804749664554,0.5040081959532632,-1.649454401107673,5
55ab57d5|8.552,-0.4566763109988921,-2.4789004913922086,2.0227570751110915,4.489681433486402,2.127432827874132,3.519943774640441,1.3822382205603136,-3.093890963697914,-0.1670510801891937,-1.9743785765760051,5
4ce32720|8.5572,-1.043826625080695,-3.051797622537921,0.6872763107149186,4.617419526481948,1.6852483737494457,3.763290477493596,1.645915566033146,-2.6835856648005065,0.7774154033375947,-1.7218846217396948,15
1043a502|8.5853,-0.4898343531546745,-2.7321108402036662,2.442936901849324,4.095231954278152,2.705841920810537,3.3613600539238275,1.4207966174032889,-2.837059288235966,-0.4838269550554039,-1.8653633092422472,5
18ac979d|8.6016,-0.4700352555101349,-2.916941406289825,1.44993688773186,4.412477346283043,2.213347121441663,3.1577118374210875,1.7034403908779736,-3.6343494379874977,0.5468686023409018,-1.1987268679294127,15
792f54f|8.6104,-0.6523469063926621,-3.440366939920702,2.347252131494273,3.6009253801228795,2.506474323189577,3.4028936272228982,2.414726600049398,-2.431640049709677,-0.7773436368249796,-1.3475125384701687,23
328b4de8|8.6168,-0.5299362486965628,-3.059181867911035,2.1910833130441056,3.85039919933921,3.289553120787285,2.9691915146142813,1.5362263766647646,-3.1512936861899643,0.025709829093031,-1.2933738535074837,5
5a7b1e8e|8.6229,-0.6320165876709031,-2.1215063788755435,1.5109192443046549,4.6582454146571335,2.15597769349666,3.547070732088448,1.7634058859227792,-2.9271283581651235,0.6468765914637831,-2.1479543130128307,15
570133a0|8.6235,-0.5592332744435468,-3.647105704939429,1.4510395712452784,4.264155395429944,2.367037653770591,2.852508215155717,1.7693696024228398,-3.4041021499914024,0.1070082746469924,-0.7965933296443362,5
dc50580|8.6287,-0.5779936207381241,-3.094461637796607,1.7830852502766574,3.7508202242440087,3.0446834520920985,2.8892552459081675,2.639492603878347,-3.140745659298655,0.5879445528366418,-0.9444848266336624,15
4f48c5d1|8.6295,-0.7994570007226016,-2.14847887775096,1.359716978716042,4.652142028912557,2.3248091955403747,3.411257427910252,2.1847877458394773,-2.502651344461266,1.0221741214763236,-2.204174514576388,15
4ef7f4e9|8.6299,-0.4534857387080644,-2.420852461794792,1.7485164110817333,4.183990329804979,2.474724479278516,3.6081350939193135,1.4361976430644905,-3.4868138000189703,-0.2235633963343631,-1.6608770263279649,5
683d681c|8.634,-0.6171290745420452,-2.3016587543090377,1.8526244718179323,4.556220697233159,2.7465602787978414,3.25760085903349,1.2793177233778512,-2.907344371480812,0.5326759059086503,-2.1107412549576563,5
3bb2f0d8|8.6397,-0.7927800196122541,-3.484774069953988,2.0801830371432115,4.300972355174707,1.8967276111459517,3.556021385127947,1.3918647447091796,-2.323340409814353,-0.4810463697013795,-1.835241936047828,23
cbd9c1c|8.6476,-0.9585494504475442,-2.935990555531721,1.6708958703302124,4.045619570356643,3.213509601705516,2.9516227913893958,2.3318920965282017,-2.2612862283495154,1.2847038218504492,-1.643296692150516,15
199bcc45|8.6526,-0.6919258470035204,-2.445235398543708,2.131284376100055,4.366056843174433,2.195378764270604,3.752734286018716,1.5703509834978453,-2.376159404940966,-0.2776920085482837,-2.3666403237474167,5
6a1f8638|8.6604,-0.4374094281918914,-2.644572484349153,1.7482744150011105,4.563694798631309,2.358257135573725,3.2004598699687654,1.2688563691375945,-3.441649113776804,0.203656228889426,-1.6271973020164758,5
636f1681|8.6608,-0.7963507506401458,-2.724551943002583,1.1353798284549246,4.609655210185126,2.450502030322838,3.377205966845258,1.0918298836316835,-3.155802225472882,0.8226082102033568,-1.730245092261481,15
35660272|8.6713,0.2850515357118885,-1.8538308859748711,1.5449684700555515,4.951516083998245,2.6061911236988857,3.307394309604018,2.206070915952361,-2.207284951981881,0.2198661679516086,-1.9285792935936676,5
4a765f5b|8.6714,-0.3206384596962453,-2.886328241666486,1.917129499197756,4.179678166505658,1.957526156726829,3.288352087062328,2.438026417043749,-3.3019179328475863,-0.575244318503557,-1.2712682423316914,5
128d8d2d|8.6738,-0.6065393944613384,-2.8528887363963538,1.9539190411657783,3.8193640040520296,1.9530029440222112,3.7149839575295065,3.0030637197762897,-2.5202330254709766,-0.6102596805158194,-1.5637767820230082,5
622f98cd|8.6799,-0.4266788144965926,-3.1872440215343336,2.000587041400046,3.744979727779541,2.7559221551393898,3.130083290405915,2.1327149949104545,-3.392114260408261,-0.4198457171555496,-0.9623113697394464,5
27052cb8|8.6981,-0.7913030788942825,-2.384663571523961,1.090128812879096,4.603087322896668,2.591471787969635,3.358861325645236,1.4550615484090312,-3.077209250288641,1.0139547082600744,-1.857157966822009,15
686f37e4|8.7051,-0.5479770217443722,-3.2690995351742083,2.125407772216682,3.93264680651837,2.256780544947122,3.5659665988016958,1.51623257991864,-3.007941037919957,-0.8395734781612217,-1.4288377485426709,23
4a50ba12|8.7064,-0.5986816700009013,-3.08456890009463,2.532338190157974,3.767931586619044,2.425436969685004,3.5156136344886435,2.232155374175782,-2.349209379167193,-0.7095218092683722,-1.722753931461416,23
4efd2ab5|8.7141,-0.6186496254171998,-2.9013116764533406,1.4986120992640075,4.48298737001053,2.017977034225626,3.5726522113422905,1.08547117011504,-3.3340544277133106,0.1897795055141999,-1.6175419651959408,5
532ceb5|8.7257,-0.1142385007325437,-3.2951073797937385,1.1733480036574009,4.216111306830978,2.5669775439986378,3.3733467626583797,2.1172730397295947,-2.1260182399627694,0.161488931856407,-1.6258589457047377,5
620e5e71|8.7276,-0.568419871899264,-2.04653278765317,1.6228590979209685,4.245685890110632,2.968528910298053,3.103752326503944,2.548327204774176,-2.9718299146285774,0.7573115528394743,-1.7834544453800512,15
7a075450|8.7281,0.4940496811867968,-2.1190687569068576,1.6201161881475103,4.898583348035554,2.804960316178436,3.1128378005218638,2.3467975597704847,-2.0264517586579647,-0.1882298173120409,-1.6754127649240695,5
5aa4c9c1|8.7323,-0.6346821478271335,-2.7680954170280514,1.3147040040637412,4.269081544591461,2.90052358164456,2.8026839169001923,2.389623503249817,-3.186075742073156,1.143233572203774,-1.204458552052596,15
10c52424|8.7342,-0.736432757910898,-3.17683817192726,1.3347384233354684,4.459747176053867,1.9997331625797845,3.624445650054073,0.9208736795214624,-3.181542882912689,-0.1465280889657363,-1.567052534370717,5
5d411811|8.7417,-0.5304501309671906,-3.111012556563857,2.2725447162159336,4.009365427930913,2.762657109270917,3.1935361127669477,1.3098701289568266,-3.171545743350481,0.1746943283618656,-1.4450028607829892,5
d7630e5|8.7419,-0.3156962812091639,-2.4919670431473846,1.813556368014681,4.193156936609571,2.2435528715327924,3.4154898182409714,2.0357345413824985,-3.580072040151006,-0.291479209660282,-1.42738447295929,5
58fd70f9|8.7444,-0.7099853325163953,-2.4470485288383723,1.2645391252898928,4.361461861424947,1.483932832601373,3.9776251395759754,2.6040103959960583,-2.674013221151961,-0.1434550715273659,-1.902424007073791,5
5ebeb827|8.7468,-0.3921824902800059,-2.2325579917722407,1.130771029049041,5.086177526946461,2.1425362661705654,3.301066224028995,1.8757967853941555,-2.6345812884723743,0.8339067137043961,-1.8727150320096535,15
66934134|8.7478,-0.5457169539844343,-2.7510783488027006,1.6027418398749154,4.2776954518165455,1.791383166610861,3.862345371047754,1.5583373516789223,-3.2357156350936203,-0.5805518408964353,-1.6670612581012072,5
2f0b5a3|8.7484,-0.7092485736861326,-2.294912591111557,1.1141646522836446,4.661436133224298,1.7712717383333487,3.5567668964507706,2.5294798191851973,-2.7570663646693805,0.7519342941802346,-1.9172636130651075,15
28a4fde3|8.7487,-0.3599258228524803,-2.309506450237971,1.7415123838739677,4.268918035587272,1.9373871770585045,3.544774950043729,2.5243138407875407,-3.286815516247205,-0.1995044045698075,-1.6174751586100573,5
3bde5e89|8.7546,-0.5030171670077573,-2.9824083184968377,1.911674230455652,4.065857382667208,1.8394799359817031,3.770844156589441,1.8479351659892784,-3.0915026928141844,-0.818788086169256,-1.5219342141076966,5
6b18db76|8.7636,-0.5177156287736746,-3.094177882127394,2.152654527213836,3.814062520826748,3.340465551803232,2.7581251892613907,2.068082195751125,-3.075592136588136,0.2692930406266581,-1.1380923154863445,5
48504612|8.7785,-0.6564956535057648,-2.8677672225533986,1.0085596575241889,4.3843194075242575,2.161083911867797,3.4945342440503024,1.4870968737355963,-3.60261388118794,0.5237276980066831,-1.2809119412269812,15
520b16c6|8.7836,-0.6441536357029088,-3.3557488768369392,1.7093647873186522,3.705748200143499,1.9822126868036287,3.6275276004975545,2.7465863613193493,-2.8254080603407847,-0.7465983807968145,-1.1101723425054526,5
701da568|8.8028,-0.567887808297398,-3.729527336554177,2.042034030948856,3.8242993681315687,2.3767497448954216,2.97002708421865,2.576319899176697,-2.804049963775725,-0.33097235409259,-0.8929976245328471,5
d0b677e|8.8199,-0.7309972375222665,-3.15359716867273,2.3389135290476237,3.9726976447135134,3.1736112981977707,2.996357923477731,1.5056755884978592,-2.5855374226866745,0.6012196699921444,-1.640471712603804,5
36b8cbfc|8.8392,-0.4775814672152021,-2.653354418563064,2.626156075217021,3.945230845786516,2.883663292911528,3.2216609166831893,2.060745252811288,-2.545627390990623,-0.4563657458102408,-1.8722815002234248,5
58025f21|8.8603,-0.7056879484598907,-2.276567063967626,0.837973487533341,3.011980608309517,1.947842716785549,2.00865166030185,2.1057665843309588,-2.8726696475322324,-0.1703195519003458,-1.6639567829461326,5
265d9324|8.8919,-0.4257910615259053,-2.428790031244191,2.232135370281679,4.224840547501164,2.047417599147483,3.530422483775874,2.187639699665277,-3.009279568533759,0.2453033761958994,-1.8563419299757185,5
2bd07336|8.8936,-0.4774093271216637,-2.3607745785140604,1.5188326965941628,4.494280219773758,1.8938216944227173,3.693218325307743,1.6694439529147225,-3.3671874362316405,-0.0758879747274818,-1.7959201639012794,5
9b155b3|8.8947,-0.5790036409286761,-2.1882487399505948,1.781609606491738,4.491170345223357,1.8716895400236508,3.817402199516041,1.9486145437386695,-2.7113457415087687,-0.271931180210318,-2.235951332097531,5
6146e3ef|8.8977,-0.8713354840945604,-2.254455859435864,1.1447657670097915,4.650557412132572,1.8447424820382448,3.872028905283148,1.9039830383208944,-2.536448437232942,0.510156161912558,-2.2709541580679606,1
b5217d9|8.8991,-0.64492002295317,-2.6067782565719755,1.5332667453265851,4.438399662729562,1.3964960015726977,3.923729702959309,2.254175460246381,-2.679486108003004,-0.355930727332781,-1.9496137922543688,5
1d1302ba|8.9063,-0.471669804346756,-2.767059536192856,2.2456150925417373,4.008435138870103,2.831686032074051,3.352583630527367,1.3167171414865235,-3.1863461627291665,-0.3307992498231104,-1.625522679098527,5
71e24900|8.9141,-0.5244687755658863,-2.272602146451918,1.5606964318529062,4.39213156505063,1.6490142430222896,3.788794927072414,2.547505188075809,-2.90893148628924,-0.2087549079757809,-1.896569929803945,5
4c6e65bf|8.9291,-0.4245135691900991,-3.102245488919531,1.8498401131393372,4.134614697060491,2.829150862447339,2.9293904470454457,1.5252892410440475,-3.543475358728788,0.096874790046065,-1.095313740076477,5
ce0876d|8.94,-0.4954729393149698,-2.5931772583594443,1.957148597318928,4.065815559844094,3.047863893644648,2.817822054821894,2.586005106686853,-3.0071427543221487,0.8138521407602498,-1.389082111125069,15
47f23f8f|8.9433,-0.4479052865592897,-2.4535650408746483,2.520192710341659,3.907936403111027,2.7527668612035163,3.38201600800619,2.2502260111062253,-2.6791842763873297,-0.4465843509169316,-1.879724781293386,5
31380258|8.9507,-0.3625524218352193,-2.7173672030839406,1.736539273356521,4.2101096268220415,1.7868501766087042,3.5117077087958712,2.379260493157373,-3.416888034520471,-0.1664820930731159,-1.3271716180137267,5
10b30f2|8.9535,-0.6541823561502347,-2.959403114334043,2.5402905315115523,4.0370269164608885,3.1900767686141323,2.99770004155249,1.574592686954336,-2.409506651949437,0.1018883983165175,-1.8560188492042375,5
63c4fa0a|8.9624,-0.5325872558659324,-2.312987377771885,2.357825357300936,3.9311545337984537,3.098857555923002,3.1295988231707623,2.5448590521986607,-2.570439204495159,0.2429730269555313,-1.8768868350194703,5
62389208|8.9707,-0.4210658468728916,-2.147089221307048,1.8261270818720536,4.276769704727599,2.3613901550663026,3.2649871383167546,2.751324814936168,-3.0745872314764493,0.517067062720838,-1.7182532245623878,5
62ce390b|8.9876,-0.6359902952445797,-2.726519492173972,1.6878831554383138,3.800006394521928,2.165626522196004,3.536353623093414,3.3771387315825314,-2.6429269800055835,-0.0753880786319896,-1.4059491679838738,5
2652ca29|8.9972,-0.5591411541533858,-2.118066866411946,1.3947281029095444,4.488125636833656,1.7834137918057853,3.789445384911447,2.27264946068362,-3.025479844556879,0.1872602418114907,-1.9631183864059376,5
4b621fbf|9.0146,-0.4506797023730458,-3.183400310931009,2.498585367152422,3.921699199131354,3.0316037447701416,2.864625015932197,1.8219233934915384,-2.897587969005793,-0.2512760187842723,-1.3503367962125208,5
7eac2bb8|9.0308,-0.5351822826621798,-2.3910330311931616,1.458858935078687,4.172525081224808,2.8801092459232014,3.080132794567949,2.3232701712294843,-3.3765920339809345,0.9097488901688966,-1.3735713175036623,15
1242a4dc|9.0495,-0.4404322929134063,-2.113897132371017,1.6886580060632257,4.375156159733178,2.6421711151567995,3.335913148370768,1.7616771353919,-3.4203286321496904,0.3872456379675315,-1.7755847956335125,5
5f2dc6f5|9.0547,-0.5075704946984819,-3.100017706127157,1.2550056419508426,4.3464150203293,1.9024904266165052,3.3588037430731728,1.826204380269888,-3.639316443680006,0.174157086182111,-1.0702336263911487,5
576da5ad|9.0585,-0.5950406206470873,-2.3063930438733657,1.235623055648203,4.614875863874151,1.7831969266969634,3.538601128404451,2.371526453897056,-3.0474831372143534,0.6853690573374259,-1.7934877188353144,15
5f2189e1|9.0593,-0.4660882147542447,-2.912007388072894,1.86032561912293,4.130791264708745,2.602198058025116,3.344451003173881,1.2297973895830974,-3.497707056230139,-0.309666414710076,-1.383766837011683,5
727db01e|9.0655,-0.5243902042778632,-2.253266500131767,1.7595502485659011,4.2816602157182375,2.9665807400968696,3.2247903133797764,1.5829991368154848,-3.310623098892004,0.5961807556544164,-1.751099058283231,15
17f83f9f|9.0743,-0.7074304391945795,-2.7080292291792927,1.0296714239922304,4.458956232055971,2.6167525756664407,3.083507481246355,1.8727601291260356,-3.319426408274618,1.1799853984882196,-1.3542915617271254,15
67ca214d|9.1028,-0.6399906457947546,-2.5210782922835304,1.960639480815902,4.134862661858253,1.8213358161239164,3.869967774665869,2.557134055142109,-2.359675920824872,-0.6113652390559542,-2.055513552496456,23
31a71ee1|9.1063,-1.527418271756706,-2.857377467504344,1.005151404078817,2.727737063889358,2.1300448306971544,3.4884346854580985,1.554767227576786,-2.203575079332237,0.2165809628971577,-2.465532700867978,1
6c0e9d39|9.113,-0.5054026270653776,-2.346975707477157,2.196657387237654,4.0059686953536495,3.24554779679306,3.1515316318170004,1.8133255642304045,-3.032287358754063,0.3469614402590434,-1.7605989659305368,5
6e6e49c2|9.1132,-0.3973569464909152,-2.4590188048201447,2.19456789803846,4.057004624655588,2.8153667828721463,3.360297762639593,1.5808592189001571,-3.284852151937007,-0.263801828015647,-1.686761836218904,5
1adb2349|9.1144,-0.8019313349584292,-2.3393471577963827,1.5021548240028264,4.066001991897196,2.0892344296224827,3.7671333424520927,3.0221375747157144,-2.4537724590166854,0.6205445574387807,-1.89806793267809,15
7ac2d2a7|9.1152,-0.7963650897958268,-3.0194422368302734,1.2286805271030097,4.042065756338953,2.540754181751153,3.0370499547553726,3.074936913442107,-2.750507793623564,1.068088401531832,-1.1402141864576654,15
20a9c683|9.1235,-0.4809849180759849,-1.9770946389260489,2.1417631474636387,4.199734735611632,2.639683643856484,3.40877260333934,2.4634432081321966,-2.698136923546837,0.0009992402882825,-2.1170335226734904,5
14fd058a|9.1237,-0.3472335959897258,-2.529542887347185,1.9376726556541908,4.111775320318693,2.880821845123149,2.954905804391482,2.196234066753564,-3.480919815622109,0.3601142164143733,-1.3056089094042955,5
54fff8bf|9.1262,-0.7920634771273493,-3.028917611869863,1.83401509389268,4.05942123314347,1.9384862972412653,3.4214692535587186,3.1702953600151464,-2.136898425275739,0.5164437297424755,-1.6203158057626297,1
58b50fc1|9.1266,-0.7357747740265961,-2.309320934435525,1.4350503332598064,4.599329696994851,1.5843502133774383,3.870709831007789,2.249262193387213,-2.46716775093042,0.0281929488822628,-2.2375004606493376,5
6409d18|9.1364,-0.5037831545049574,-2.747601059752367,1.5282288744511496,4.277563549888912,2.563872533888599,2.9401677869557323,2.3391478257260045,-3.377617052652756,0.9848645324659332,-1.2053725453603288,15
2a473007|9.1403,-0.547422071126789,-2.044822079548396,2.200306211659194,4.149713626764597,2.7977697446572747,3.4598157077699505,2.059954026507029,-2.7308625606293444,0.2692712660997766,-2.152731020354808,5
204ea0c3|9.1412,-0.6047337734693677,-2.072249293655904,1.6685864600533766,4.410003415215653,2.0833752112905835,3.5290185598241983,2.794031873098735,-2.59389538418948,0.5148588064361519,-2.074132920445647,5
697db502|9.1476,-0.5137173396235378,-3.4952384784765265,1.888493929965516,4.13169215041356,2.5748364614276418,3.0288537198643217,1.3243718727512896,-3.335382380991639,-0.2523927818506968,-1.074949726472185,5
523e8b4f|9.1594,-0.642684779979856,-2.897313769368197,1.8553304913135469,4.240355265138281,3.1448553743437,3.0664906108825734,0.9670514279983804,-3.1323987266183315,0.2320165194344027,-1.5991732061064905,5
43d3250b|9.1693,-0.420477341432389,-2.237432199890496,1.9622976686530984,3.976761811000429,2.435123690869412,3.42440448093763,2.8927956476338026,-3.034899682288269,0.2170390210479101,-1.612904745157263,5
54f34f12|9.1736,-0.5228844890934178,-2.289804351772157,1.3361054078731522,4.328239565683636,2.037614353411406,3.49494581010902,2.6005074750881363,-3.2870508155772327,0.6669038535110936,-1.552742094708504,15
443472ae|9.1779,-0.4397066740817701,-2.080776756546374,1.5546842420055895,4.528591451450092,2.3797419910880926,3.4013414195714438,1.7782780424998672,-3.4062095130084726,0.2080579456517304,-1.844713154815256,5
7a89cae3|9.1816,-0.5605085448170324,-3.0885094067628027,2.2735596170442696,3.728159275434933,3.0958955135400035,2.9039620975451608,2.4459959379984912,-2.863815682900747,0.5187147888736191,-1.2135669026607094,5
60caf985|9.1816,-0.5781156259197291,-2.795056358112087,1.256223307534476,4.303949741418975,1.6909165369567605,3.858633309475087,1.710958977261983,-3.421859057181712,-0.2541318506970772,-1.4631716784804785,5
7e4feeba|9.1819,-0.3112397350337233,-2.4966088255837846,2.244027453022273,4.121923807423461,2.229569224606711,3.3113007890846524,2.5809198783471703,-3.024527956872728,-0.4662782228145212,-1.6260142464751952,5
5634b761|9.1958,-0.4890199191640627,-3.25939060055094,1.7727560908116615,3.8577805743669815,2.1821477633415123,3.16239032739234,2.9840414168591147,-3.0652546313157445,-0.2457480391455959,-0.9343742593933604,5
7fa81808|9.2002,-0.5037486876773525,-2.3684018393147377,2.177777924910076,4.200212512120417,2.5572106799788727,3.5947954116417304,1.45078931183671,-2.943913333127163,-0.4447649335661321,-2.038497643114885,5
168817c4|9.2026,-0.5246283306704699,-3.0981153072231025,1.1656029434443749,4.262768876597552,1.7874318742366642,3.4398211223272748,2.169181405628264,-3.572646663988179,0.0738334920794473,-1.0123532501777648,5
606349f9|9.2079,-0.7177695532996898,-2.667855575196765,2.134181511793789,4.390350660674796,2.8680145019199985,3.1609797763767453,1.3167442576161847,-2.5662488009684488,0.7103542793659391,-2.0727809174019143,15
21b941e0|9.2563,-0.6059462828318565,-3.542634743686957,1.844119554427033,3.720145649610586,2.2793728028676727,3.515054728368811,1.8821599762542864,-3.1760112801094698,-0.67742999113958,-1.010583528675236,5
76856f3a|9.2619,-0.6476282364263195,-2.8178087323381904,0.9713690807091656,4.4197911420194735,2.0904081263908543,3.362256072961827,1.9709761566083304,-3.4973019850118883,0.8639883654092535,-1.2331172878404202,15
2bd9942a|9.5155,-0.3502537309822031,-2.87149831934771,2.1884981854330143,3.883847038983228,2.4860188760175927,3.0395590896732334,2.869281040396551,-3.035654707761888,-0.2592203103116914,-1.2112775908643048,5
45006edc|8.5609,-1.1031620216047404,-2.81205180498006,1.0985879527592306,4.265839996633546,2.250859723274923,3.473019236621848,2.867602532008109,-2.0036488229915004,1.118582620258467,-1.840942131902686,15
43be892b|8.6657,-1.2226596614256726,-4.480023435676123,1.196548136945193,4.005924597667453,0.8068418763247709,4.372928658255304,3.3611017950434268,-3.7551946332871418,-0.9327678092554298,-0.8288472078586605,5
60cf6369|8.758,-0.6603246006438291,-2.9806637185527216,1.8684008926575528,3.846068944907406,1.985820986161908,3.5225378641299203,3.2944607887989563,-2.3843997789235503,-0.2761301154220573,-1.4671492477332686,5
46ce42dd|8.4305,-0.7704492914285369,-2.8692984393633783,1.1718328235703834,4.146186676049256,2.571201887961402,2.9895559814968933,3.091939986654228,-2.764920101008849,1.070551195677809,-1.2160386707960982,15
1f9aa263|8.7986,-0.9151587236294724,-2.636623139875909,3.818053392650686,3.946031593368159,4.195459130565975,2.8237687786977563,2.922619273611742,-2.7361114742470427,0.3797787861629763,-2.4471309003855093,5
397dea66|8.5577,-0.5922948233991793,-2.08912060328634,1.2571281430866954,4.6245932265449765,2.1197419288474766,3.5025808752589938,2.065114482038493,-3.1588616630486928,0.6956687314845058,-1.9170084477697331,15
f9a99f6|8.8933,-0.5217033675930823,-2.621234439912543,2.8800111689708587,4.051671183369734,1.603789317651443,4.00717912564133,3.8921711167477393,-4.058403829951804,-0.7793055742943362,-1.7602624255166062,5
b7f7962|8.8516,-1.8146033827677108,-4.364402397895195,0.3756946450293392,4.784664417179038,0.5527024685237389,4.264637825807874,3.3637282782326534,-2.650203795583772,0.9616494663302178,-1.5587888018537424,15
40824921|9.0602,-0.6619347173531633,-2.781686163572318,2.2267051179549706,4.101864388428871,3.398551423641448,2.82201993788296,1.7362523389800513,-2.629441984411264,0.6601179201235888,-1.7225233403779887,15
a7d6df7|8.9355,-0.6875052460296686,-3.505505903130011,2.2881180741762592,3.891536037762702,2.702549520283549,3.48395422286044,1.011787421935693,-2.547825294006772,-0.204893715194182,-1.4236413265435903,5
22b36b73|9.5435,-0.794901058804906,-3.6236442132758655,3.0705328753426286,4.710808522230495,3.008885946346719,3.249025215998854,0.0494918978691949,-4.09626003653528,0.56603628237702,-1.7993919130669906,5
33412329|8.3283,-1.0812776474022818,-2.1568880399507315,1.1055745316795549,3.660970784456096,2.0553547067671967,2.545208479861002,1.5602536516681278,-1.5767276292811885,-0.1166328000026868,-0.756219735042573,1
4dc59462|8.9705,-2.0374839941639635,-3.151997635816355,0.8017315826965784,4.422750719089005,1.7497900502761874,2.327594684670621,1.819084984745225,-1.8963952961016968,-0.0087066684141506,-0.7207406755308043,1
34bd33fd|8.9809,-1.9725335125551904,-2.5751800898277617,1.4763385277608196,4.338079313018219,1.7386574752579027,2.715967567647919,1.931607250997052,-1.252654625935632,-0.8240199849368247,-1.4748654396824497,23
d9f94bb|8.9918,-1.8241255831130203,-2.649692291022128,1.5750909442806769,4.062616073055136,1.7126537519314642,2.584637296566181,2.641871285760897,-1.6008715840500516,-0.7852747817614126,-1.0408591193116934,23
32c25f2|9.0249,-1.84674575248686,-2.014682964533768,1.3847444919810763,4.653922450091163,2.344135998545389,2.3700327904941103,1.7525373775140174,-1.2363041426767574,-0.0160333338738624,-1.689666979237755,1
755394f4|9.028,-2.0631042880760635,-2.6925875928791463,0.6331294106779267,4.516641431442295,1.799715227639406,2.4019681171406915,2.0275478697274707,-1.9127303271428504,0.4446031522683096,-0.941021197858794,1
7e7d7b38|9.0292,-1.6997528259891896,-2.282465495755826,1.8972810266156843,4.283870684095807,2.042694741652183,2.646909356734293,1.3707496600362927,-1.940258969962502,-1.1130047573718689,-1.4456776652396253,23
74bcb336|9.0346,-2.0756699979102926,-2.2565728530520714,1.3247351405411834,4.528917325999471,2.329475205083862,2.416765502483588,1.642331331893062,-1.2427228520915312,0.1066075756921473,-1.6722113365152964,1
1e0681af|9.0453,-1.951123659627202,-2.7434832076650806,1.033399010881198,4.236458535154673,2.495065514428113,1.988924724464664,2.1227236187023464,-2.1097599366187585,0.502713250384574,-0.6898433262400003,1
56d5c0bd|9.0507,-1.9695975336695115,-2.480624667156468,1.6284181903357813,4.180409694858218,1.8070890121572287,2.738578797850974,2.266466954539573,-1.192447940185058,-0.6285696308485692,-1.4664485628650976,23
57124191|9.0767,-1.930641638269004,-3.1381180521019894,1.3031861818602732,4.336365620381074,1.9663356287269984,2.419310213044933,1.1140625015851464,-1.943706948601496,-0.7125086820025149,-0.9199797134981456,23
